311,568,466,274,286,0
323,553,466,271,294,0
336,540,466,268,302,0
354,526,466,268,310,0
370,537,466,277,307,0
381,553,466,286,302,0
389,568,466,293,296,0
379,570,466,290,294,0
366,573,466,288,292,0
351,572,466,283,291,0
336,572,466,280,289,0
322,571,466,277,287,0
